isTs	is1stLast	prevCol	del.t	condName
FALSE	e	NA	NA	GSM1594998
FALSE	e	NA	NA	GSM1594999
FALSE	e	NA	NA	GSM1595000
FALSE	e	NA	NA	GSM1595001
FALSE	e	NA	NA	GSM1595002
FALSE	e	NA	NA	GSM1595003
FALSE	e	NA	NA	GSM1595004
FALSE	e	NA	NA	GSM1595005
FALSE	e	NA	NA	GSM1595006
FALSE	e	NA	NA	GSM1595007
FALSE	e	NA	NA	GSM1595008
FALSE	e	NA	NA	GSM1595009
FALSE	e	NA	NA	GSM1595010
FALSE	e	NA	NA	GSM1595011
FALSE	e	NA	NA	GSM1595012
FALSE	e	NA	NA	GSM1595013
FALSE	e	NA	NA	GSM1595014
FALSE	e	NA	NA	GSM1595015
FALSE	e	NA	NA	GSM1595016
FALSE	e	NA	NA	GSM1595017
FALSE	e	NA	NA	GSM1595018
FALSE	e	NA	NA	GSM1595019
FALSE	e	NA	NA	GSM1595020
FALSE	e	NA	NA	GSM1595021
FALSE	e	NA	NA	GSM1595022
FALSE	e	NA	NA	GSM1595023
FALSE	e	NA	NA	GSM1595024
FALSE	e	NA	NA	GSM1595025
FALSE	e	NA	NA	GSM1595026
FALSE	e	NA	NA	GSM1595027
FALSE	e	NA	NA	GSM1595028
FALSE	e	NA	NA	GSM1595029
FALSE	e	NA	NA	GSM1595030
FALSE	e	NA	NA	GSM1595031
FALSE	e	NA	NA	GSM1595032
FALSE	e	NA	NA	GSM1595033
FALSE	e	NA	NA	GSM1595034
FALSE	e	NA	NA	GSM1595035
FALSE	e	NA	NA	GSM1595036
FALSE	e	NA	NA	GSM1595037
FALSE	e	NA	NA	GSM1595038
FALSE	e	NA	NA	GSM1595039
FALSE	e	NA	NA	GSM1595040
FALSE	e	NA	NA	GSM1595041
FALSE	e	NA	NA	GSM1595042
FALSE	e	NA	NA	GSM1595043
FALSE	e	NA	NA	GSM1595044
FALSE	e	NA	NA	GSM1595045
FALSE	e	NA	NA	GSM1595046
FALSE	e	NA	NA	GSM1595047
FALSE	e	NA	NA	GSM1595048
FALSE	e	NA	NA	GSM1595049
FALSE	e	NA	NA	GSM1595050
FALSE	e	NA	NA	GSM1595051
FALSE	e	NA	NA	GSM1595052
FALSE	e	NA	NA	GSM1595053
FALSE	e	NA	NA	GSM1595054
FALSE	e	NA	NA	GSM1595055
FALSE	e	NA	NA	GSM1595056
FALSE	e	NA	NA	GSM1595057
FALSE	e	NA	NA	GSM1595058
FALSE	e	NA	NA	GSM1595059
FALSE	e	NA	NA	GSM1595060
FALSE	e	NA	NA	GSM1595061
FALSE	e	NA	NA	GSM1595062
FALSE	e	NA	NA	GSM1595063
FALSE	e	NA	NA	GSM1595064
FALSE	e	NA	NA	GSM1595065
FALSE	e	NA	NA	GSM1595066
FALSE	e	NA	NA	GSM1595067
FALSE	e	NA	NA	GSM1595068
FALSE	e	NA	NA	GSM1595069
FALSE	e	NA	NA	GSM1595070
FALSE	e	NA	NA	GSM1595071
FALSE	e	NA	NA	GSM1595072
FALSE	e	NA	NA	GSM1595073
FALSE	e	NA	NA	GSM1595074
FALSE	e	NA	NA	GSM1595075
FALSE	e	NA	NA	GSM1595076
FALSE	e	NA	NA	GSM1595077
FALSE	e	NA	NA	GSM1595078
FALSE	e	NA	NA	GSM1595079
FALSE	e	NA	NA	GSM1595080
FALSE	e	NA	NA	GSM1595081
FALSE	e	NA	NA	GSM1595082
FALSE	e	NA	NA	GSM1595083
FALSE	e	NA	NA	GSM1595084
FALSE	e	NA	NA	GSM1595085
FALSE	e	NA	NA	GSM1595086
FALSE	e	NA	NA	GSM1595087
FALSE	e	NA	NA	GSM1595088
FALSE	e	NA	NA	GSM1595089
FALSE	e	NA	NA	GSM1595090
FALSE	e	NA	NA	GSM1595091
FALSE	e	NA	NA	GSM1595092
FALSE	e	NA	NA	GSM1595093
FALSE	e	NA	NA	GSM1595094
FALSE	e	NA	NA	GSM1595095
FALSE	e	NA	NA	GSM1595096
FALSE	e	NA	NA	GSM1595097
FALSE	e	NA	NA	GSM1595098
FALSE	e	NA	NA	GSM1595099
FALSE	e	NA	NA	GSM1595100
FALSE	e	NA	NA	GSM1595101
FALSE	e	NA	NA	GSM1595102
FALSE	e	NA	NA	GSM1595103
FALSE	e	NA	NA	GSM1595104
FALSE	e	NA	NA	GSM1595105
FALSE	e	NA	NA	GSM1595106
FALSE	e	NA	NA	GSM1595107
FALSE	e	NA	NA	GSM1595108
FALSE	e	NA	NA	GSM1595109
FALSE	e	NA	NA	GSM1595110
FALSE	e	NA	NA	GSM1595111
FALSE	e	NA	NA	GSM1595112
FALSE	e	NA	NA	GSM1595113
FALSE	e	NA	NA	GSM1595114
FALSE	e	NA	NA	GSM1595115
FALSE	e	NA	NA	GSM1595116
FALSE	e	NA	NA	GSM1595117
FALSE	e	NA	NA	GSM1595118
FALSE	e	NA	NA	GSM1595119
FALSE	e	NA	NA	GSM1595120
FALSE	e	NA	NA	GSM1595121
FALSE	e	NA	NA	GSM1595122
FALSE	e	NA	NA	GSM1595123
FALSE	e	NA	NA	GSM1595124
FALSE	e	NA	NA	GSM1595125
FALSE	e	NA	NA	GSM1595126
FALSE	e	NA	NA	GSM1595127
FALSE	e	NA	NA	GSM1595128
FALSE	e	NA	NA	GSM1595129
FALSE	e	NA	NA	GSM1595130
FALSE	e	NA	NA	GSM1595131
FALSE	e	NA	NA	GSM1595132
FALSE	e	NA	NA	GSM1595133
FALSE	e	NA	NA	GSM1595134
FALSE	e	NA	NA	GSM1595135
FALSE	e	NA	NA	GSM1595136
FALSE	e	NA	NA	GSM1595137
FALSE	e	NA	NA	GSM1595138
FALSE	e	NA	NA	GSM1595139
FALSE	e	NA	NA	GSM1595140
FALSE	e	NA	NA	GSM1595141
FALSE	e	NA	NA	GSM1595142
FALSE	e	NA	NA	GSM1595143
FALSE	e	NA	NA	GSM1595144
FALSE	e	NA	NA	GSM1595145
FALSE	e	NA	NA	GSM1595146
FALSE	e	NA	NA	GSM1595147
FALSE	e	NA	NA	GSM1595148
FALSE	e	NA	NA	GSM1595149
FALSE	e	NA	NA	GSM1595150
FALSE	e	NA	NA	GSM1595151
FALSE	e	NA	NA	GSM1595152
FALSE	e	NA	NA	GSM1595153
FALSE	e	NA	NA	GSM1595154
FALSE	e	NA	NA	GSM1595155
FALSE	e	NA	NA	GSM1595156
FALSE	e	NA	NA	GSM1595157
FALSE	e	NA	NA	GSM1595158
FALSE	e	NA	NA	GSM1595159
FALSE	e	NA	NA	GSM1595160
FALSE	e	NA	NA	GSM1595161
FALSE	e	NA	NA	GSM1595162
FALSE	e	NA	NA	GSM1595163
FALSE	e	NA	NA	GSM1595164
FALSE	e	NA	NA	GSM1595165
FALSE	e	NA	NA	GSM1595166
FALSE	e	NA	NA	GSM1595167
FALSE	e	NA	NA	GSM1595168
FALSE	e	NA	NA	GSM1595169
FALSE	e	NA	NA	GSM1595170
FALSE	e	NA	NA	GSM1595171
FALSE	e	NA	NA	GSM1595172
FALSE	e	NA	NA	GSM1595173
FALSE	e	NA	NA	GSM1595174
FALSE	e	NA	NA	GSM1595175
FALSE	e	NA	NA	GSM1595176
FALSE	e	NA	NA	GSM1595177
FALSE	e	NA	NA	GSM1595178
FALSE	e	NA	NA	GSM1595179
FALSE	e	NA	NA	GSM1595180
FALSE	e	NA	NA	GSM1595181
FALSE	e	NA	NA	GSM1595182
FALSE	e	NA	NA	GSM1595183
FALSE	e	NA	NA	GSM1595184
FALSE	e	NA	NA	GSM1595185
FALSE	e	NA	NA	GSM1595186
FALSE	e	NA	NA	GSM1595187
FALSE	e	NA	NA	GSM1595188
FALSE	e	NA	NA	GSM1595189
FALSE	e	NA	NA	GSM1595190
FALSE	e	NA	NA	GSM1595191
FALSE	e	NA	NA	GSM1595192
FALSE	e	NA	NA	GSM1595193
FALSE	e	NA	NA	GSM1595194
FALSE	e	NA	NA	GSM1595195
FALSE	e	NA	NA	GSM1595196
FALSE	e	NA	NA	GSM1595197
FALSE	e	NA	NA	GSM1595198
FALSE	e	NA	NA	GSM1595199
FALSE	e	NA	NA	GSM1595200
FALSE	e	NA	NA	GSM1595201
FALSE	e	NA	NA	GSM1595202
FALSE	e	NA	NA	GSM1595203
FALSE	e	NA	NA	GSM1595204
FALSE	e	NA	NA	GSM1595205
FALSE	e	NA	NA	GSM1595206
FALSE	e	NA	NA	GSM1595207
FALSE	e	NA	NA	GSM1595208
FALSE	e	NA	NA	GSM1595209
FALSE	e	NA	NA	GSM1595210
FALSE	e	NA	NA	GSM1595211
FALSE	e	NA	NA	GSM1595212
FALSE	e	NA	NA	GSM1595213
FALSE	e	NA	NA	GSM1595214
FALSE	e	NA	NA	GSM1595215
FALSE	e	NA	NA	GSM1595216
FALSE	e	NA	NA	GSM1595217
FALSE	e	NA	NA	GSM1595218
FALSE	e	NA	NA	GSM1595219
FALSE	e	NA	NA	GSM1595220
FALSE	e	NA	NA	GSM1595221
FALSE	e	NA	NA	GSM1595222
